,Open,High,Low,Close,Volume
2025-08-18 14:40:00,3016.007433487382,3016.220794980823,3015.261188506361,3015.4702794511054,42702
2025-08-18 14:45:00,3015.4702794511054,3015.6457691207543,3015.067354660957,3015.089000627196,59529
2025-08-18 14:50:00,3015.089000627196,3015.096137677309,3014.295909661398,3014.379998758584,196923
2025-08-18 14:55:00,3014.379998758584,3014.5108368506444,3013.907128735527,3014.0686534565766,4605
2025-08-18 15:00:00,3014.0686534565766,3014.1786497582743,3013.942509474182,3014.048294095209,16017
2025-08-18 15:05:00,3014.048294095209,3014.255668665585,3013.123583980092,3013.1344474942675,52021
2025-08-18 15:10:00,3013.1344474942675,3013.2824273768183,3012.4200074258874,3012.431712842882,65337
2025-08-18 15:15:00,3012.431712842882,3012.5036233714386,3011.8549894726602,3012.1381237871465,45125
2025-08-18 15:20:00,3012.1381237871465,3012.3335214594877,3011.331203199802,3011.6310541723424,24484
2025-08-18 15:25:00,3011.6310541723424,3011.812862544976,3011.0698919913607,3011.1830944391922,54862
2025-08-19 09:20:00,3011.09312203253,3011.366067394432,3010.929981930367,3011.135142158212,53578
2025-08-19 09:25:00,3011.135142158212,3011.3063235807135,3010.8638564610237,3010.918951388917,59749
2025-08-19 09:30:00,3010.918951388917,3011.898011177501,3010.8092926344807,3011.6261786113355,41051
2025-08-19 09:35:00,3011.6261786113355,3011.6337715603217,3011.5099735974063,3011.5292847428154,49772
2025-08-19 09:40:00,3011.5292847428154,3011.6138964969296,3011.3270645285306,3011.328596882427,47947
2025-08-19 09:45:00,3011.328596882427,3011.8048126858075,3011.288990848866,3011.6396528269634,33203
2025-08-19 09:50:00,3011.6396528269634,3011.923049134575,3011.395458695362,3011.529386488235,50708
2025-08-19 09:55:00,3011.529386488235,3012.0841985353104,3011.2852299961787,3011.9848400982128,46276
2025-08-19 10:00:00,3011.9848400982128,3012.242255463404,3011.3564223273547,3011.621810245617,34716
2025-08-19 10:05:00,3011.621810245617,3011.799447200613,3011.466172332697,3011.714969915265,41304
2025-08-19 10:10:00,3011.714969915265,3012.169860033368,3011.4715896726357,3012.0989179790477,35949
2025-08-19 10:15:00,3012.0989179790477,3012.675220974855,3012.018528979783,3012.411823848125,33764
2025-08-19 10:20:00,3012.411823848125,3012.656462021726,3011.9297962234277,3012.123680484226,28020
2025-08-19 10:25:00,3012.123680484226,3012.2988553872156,3011.9627938901667,3012.1415848147453,39967
2025-08-19 10:30:00,3012.1415848147453,3012.453675585198,3012.1115201211005,3012.168953718028,26874
2025-08-19 10:35:00,3012.168953718028,3012.54708453181,3011.9015817904565,3012.2688490330956,32130
2025-08-19 10:40:00,3012.2688490330956,3012.8630542506235,3012.1987204686343,3012.648948612173,43432
2025-08-19 10:45:00,3012.648948612173,3012.9200370183707,3012.0755758931296,3012.35201827578,25908
2025-08-19 10:50:00,3012.35201827578,3012.798976170739,3012.152868613863,3012.592332478218,32759
2025-08-19 10:55:00,3012.592332478218,3012.6437097855496,3012.3369120720113,3012.4257213649826,58230
2025-08-19 11:00:00,3012.4257213649826,3012.97786406861,3012.3853007475423,3012.698627473345,49059
2025-08-19 11:05:00,3012.698627473345,3012.7327232092953,3012.508096874193,3012.659828445807,47093
2025-08-19 11:10:00,3012.659828445807,3012.8520547729167,3012.4757078766825,3012.5532433771273,38580
2025-08-19 11:15:00,3012.5532433771273,3013.0107930897207,3012.391184088342,3012.718130927186,18330
2025-08-19 11:20:00,3012.718130927186,3013.0642146923838,3012.506773958153,3012.767860782303,42008
2025-08-19 11:25:00,3012.767860782303,3012.9132982738347,3012.574457952959,3012.7822602938963,12934
2025-08-19 11:30:00,3012.7822602938963,3013.4975697207447,3012.4953598178126,3013.3259385012684,34755
2025-08-19 11:35:00,3013.3259385012684,3013.448623487448,3013.034346423755,3013.166144647678,36644
2025-08-19 11:40:00,3013.166144647678,3013.439680152476,3012.550470388398,3012.8067000572846,29950
2025-08-19 11:45:00,3012.8067000572846,3013.3672272712006,3012.5269964669187,3013.0805517700196,33263
2025-08-19 11:50:00,3013.0805517700196,3013.408618264377,3013.0454560726857,3013.328853026458,35887
2025-08-19 11:55:00,3013.328853026458,3013.506226417319,3013.2460885944934,3013.3245924772823,39926
2025-08-19 12:00:00,3013.3245924772823,3013.989333953591,3013.235945065573,3013.704089453993,56130
2025-08-19 12:05:00,3013.704089453993,3013.845071584643,3013.4757375450404,3013.569988663955,43727
2025-08-19 12:10:00,3013.569988663955,3013.7489637007284,3013.4237250483598,3013.518178092595,35307
2025-08-19 12:15:00,3013.518178092595,3013.6101680658467,3013.5098433432113,3013.585423849048,19457
2025-08-19 12:20:00,3013.585423849048,3013.8828504565686,3013.2677053104367,3013.5303582393153,33155
2025-08-19 12:25:00,3013.5303582393153,3013.96255923198,3013.31112694917,3013.7072815363276,47489
2025-08-19 12:30:00,3013.7072815363276,3014.454527963327,3013.536675381398,3014.3338644204046,46682
2025-08-19 12:35:00,3014.3338644204046,3014.340121388893,3013.910960199206,3013.915148901283,23874
2025-08-19 12:40:00,3013.915148901283,3014.056482795784,3013.5555296633597,3013.799004768193,47022
2025-08-19 12:45:00,3013.799004768193,3014.3757133545164,3013.7455647052616,3014.206662097643,34506
2025-08-19 12:50:00,3014.206662097643,3014.4437853905656,3014.0040432785795,3014.035467251757,37593
2025-08-19 12:55:00,3014.035467251757,3014.5049868099413,3013.737926045938,3014.466084985549,22209
2025-08-19 13:00:00,3014.466084985549,3014.6360259865855,3013.9629088833867,3014.1276454628446,27844
2025-08-19 13:05:00,3014.1276454628446,3014.651291543928,3014.0435683363817,3014.5121079932474,102975
2025-08-19 13:10:00,3014.5121079932474,3014.9202173316166,3014.34403138241,3014.629853212192,56816
2025-08-19 13:15:00,3014.629853212192,3014.882890354362,3014.367185462446,3014.6326323441886,28782
2025-08-19 13:20:00,3014.6326323441886,3014.7218098231324,3014.323731721624,3014.395640406314,28926
2025-08-19 13:25:00,3014.395640406314,3014.6690081241563,3014.2233656651806,3014.600596421504,45911
2025-08-19 13:30:00,3014.600596421504,3014.772209851822,3014.4973298516265,3014.675317818533,39874
2025-08-19 13:35:00,3014.675317818533,3014.6980314704965,3014.48808943715,3014.507705096965,41170
2025-08-19 13:40:00,3014.507705096965,3014.6353234791877,3014.333815767863,3014.385225347029,54735
2025-08-19 13:45:00,3014.385225347029,3014.4991125636393,3014.157402288841,3014.468119900198,13690
2025-08-19 13:50:00,3014.468119900198,3015.0003835977564,3014.3668202231893,3014.765656913272,34742
2025-08-19 13:55:00,3014.765656913272,3014.904530946433,3014.6958915285145,3014.7411667914744,39564
2025-08-19 14:00:00,3014.7411667914744,3015.013888237081,3014.3772725145163,3014.6542862468527,23385
2025-08-19 14:05:00,3014.6542862468527,3014.9450738012497,3014.372333663431,3014.942407640103,32896
2025-08-19 14:10:00,3014.942407640103,3015.1696736806084,3014.941411810401,3015.1456399950616,47046
2025-08-19 14:15:00,3015.1456399950616,3015.3888434032283,3014.975924537213,3015.1050738404997,164992
2025-08-19 14:20:00,3015.1050738404997,3015.422094452772,3015.0580929869866,3015.3913975112728,33010
2025-08-19 14:25:00,3015.3913975112728,3015.4686136087266,3015.1495131102547,3015.2228255631653,195508
2025-08-19 14:30:00,3015.2228255631653,3015.2416594377314,3014.922480902672,3015.207953960139,39681
2025-08-19 14:35:00,3015.207953960139,3016.2314278496046,3014.9409033458023,3015.9569975455447,29082
2025-08-19 14:40:00,3015.9569975455447,3016.2447835841626,3015.3359251976476,3015.6108458291715,40511
2025-08-19 14:45:00,3015.6108458291715,3015.6495901841395,3015.4806244468646,3015.6397900624224,48500
2025-08-19 14:50:00,3015.6397900624224,3015.986707889779,3015.5446195252894,3015.7757242719467,30285
2025-08-19 14:55:00,3015.7757242719467,3015.8470244171735,3015.4122435277277,3015.667516068112,55861
2025-08-19 15:00:00,3015.667516068112,3016.030949297528,3015.4990378688517,3015.733602450617,47678
2025-08-19 15:05:00,3015.733602450617,3015.9397392228734,3015.524791743747,3015.781138303904,24948
2025-08-19 15:10:00,3015.781138303904,3016.114576544649,3015.776078928898,3016.0055568203184,40173
2025-08-19 15:15:00,3016.0055568203184,3016.6088492933777,3015.7752474088575,3016.44134083458,24817
2025-08-19 15:20:00,3016.44134083458,3016.5899683333955,3016.2558717857746,3016.2685370294976,48523
2025-08-19 15:25:00,3016.2685370294976,3016.623558906488,3016.2609099723445,3016.473567433997,42112
2025-08-20 09:20:00,3010.84980882791,3012.315371582567,3010.788489263139,3012.050642994663,76318
2025-08-20 09:25:00,3012.050642994663,3013.3342855172227,3011.959146011385,3013.0755314602893,77337
2025-08-20 09:30:00,3013.0755314602893,3014.515134034684,3012.8850142680694,3014.3259423400627,66886
2025-08-20 09:35:00,3014.3259423400627,3015.627274607586,3014.0749605337082,3015.4541473495874,35235
2025-08-20 09:40:00,3015.4541473495874,3016.947309307455,3015.1927285020606,3016.812754997506,34474
2025-08-20 09:45:00,3016.812754997506,3018.5345170821633,3016.6934443847877,3018.2741441031226,76337
2025-08-20 09:50:00,3018.2741441031226,3018.9107046204513,3018.120853072282,3018.8142067165745,87964
2025-08-20 09:55:00,3018.8142067165745,3020.4748162797337,3018.73461812092,3020.4416488847337,41565
2025-08-20 10:00:00,3020.4416488847337,3022.0039072874306,3020.2531033791142,3021.742981704452,28730
2025-08-20 10:05:00,3021.742981704452,3023.0345184940657,3021.717710820052,3022.834050706166,27252
2025-08-20 10:10:00,3022.834050706166,3024.2734857444034,3022.8272220050067,3023.9936106717387,62459
2025-08-20 10:15:00,3023.9936106717387,3024.92810273648,3023.9466847939116,3024.6589450860415,56183
2025-08-20 10:20:00,3024.6589450860415,3026.3397779398965,3024.6442228450824,3026.0662237573542,71791
2025-08-20 10:25:00,3026.0662237573542,3027.666871833469,3025.952224078999,3027.584786352792,72374
2025-08-20 10:30:00,3027.584786352792,3029.0067711966462,3027.339176210746,3028.820663706977,75419
2025-08-20 10:35:00,3028.820663706977,3029.795155197691,3028.690610344418,3029.7850295568696,71458
2025-08-20 10:40:00,3029.7850295568696,3030.999805515682,3029.5693175258075,3030.846584570804,64922
2025-08-20 10:45:00,3030.846584570804,3032.6980910591,3030.6949378131744,3032.4869507795115,51055
2025-08-20 10:50:00,3032.4869507795115,3033.5815921419608,3032.265903503219,3033.3499959768596,56185
2025-08-20 10:55:00,3033.3499959768596,3034.9149075502246,3033.1572918433303,3034.799061400916,86877
2025-08-20 11:00:00,3034.799061400916,3035.663229939427,3034.681821868856,3035.5238343789983,38172
2025-08-20 11:05:00,3035.5238343789983,3037.1261046524546,3035.297582958252,3037.0287111249245,34111
2025-08-20 11:10:00,3037.0287111249245,3038.3879324938603,3036.9880888472517,3038.1844826851175,30861
2025-08-20 11:15:00,3038.1844826851175,3039.7790124169196,3038.168453307116,3039.741993982449,70502
2025-08-20 11:20:00,3039.741993982449,3040.5689594425285,3039.6889228152354,3040.5478857897597,62124
2025-08-20 11:25:00,3040.5478857897597,3041.737307840851,3040.4046026331075,3041.5159638696023,195436
2025-08-20 11:30:00,3041.5159638696023,3043.2732627175947,3041.4041572451206,3043.011673661838,51159
2025-08-20 11:35:00,3043.011673661838,3044.2668424578455,3042.917251994399,3044.060435967962,61501
2025-08-20 11:40:00,3044.060435967962,3045.3704396789267,3043.955458936476,3045.07966026506,61102
2025-08-20 11:45:00,3045.07966026506,3046.7189459757424,3044.941428146387,3046.4634167970517,41519
2025-08-20 11:50:00,3046.4634167970517,3047.7998746100534,3046.4493541968914,3047.687698457587,79770
2025-08-20 11:55:00,3047.687698457587,3048.9323502457423,3047.520800689878,3048.8720576093115,58229
2025-08-20 12:00:00,3048.8720576093115,3050.1256875449794,3048.62492561564,3050.1175731453513,46676
2025-08-20 12:05:00,3050.1175731453513,3051.6537209632547,3049.9819977843094,3051.3624669655296,57764
2025-08-20 12:10:00,3051.3624669655296,3052.4043176243604,3051.23564206545,3052.172221459148,63251
2025-08-20 12:15:00,3052.172221459148,3053.6312796531715,3051.973483258347,3053.397525517093,53422
2025-08-20 12:20:00,3053.397525517093,3054.7281910646743,3053.3352556414625,3054.719758228752,89750
2025-08-20 12:25:00,3054.719758228752,3055.776540588081,3054.481401374179,3055.7475494454816,105612
2025-08-20 12:30:00,3055.7475494454816,3057.3393303987295,3055.7156408410483,3057.2755036627327,34522
2025-08-20 12:35:00,3057.2755036627327,3058.7606511856275,3057.265784577626,3058.48583037528,64662
2025-08-20 12:40:00,3058.48583037528,3059.954127176802,3058.4525385692023,3059.739909443875,80054
2025-08-20 12:45:00,3059.739909443875,3060.813742594675,3059.6244587037163,3060.7310827944593,65177
2025-08-20 12:50:00,3060.7310827944593,3062.0879896455735,3060.6810613634857,3061.9725110380564,94236
2025-08-20 12:55:00,3061.9725110380564,3063.4719994180527,3061.688521433884,3063.3198129824145,59707
2025-08-20 13:00:00,3063.3198129824145,3064.357577513115,3063.2643877984306,3064.3185780767717,97291
2025-08-20 13:05:00,3064.3185780767717,3065.5706490393845,3064.082286431843,3065.538462391156,53665
2025-08-20 13:10:00,3065.538462391156,3066.617867302019,3065.434778530364,3066.5617390419616,62540
2025-08-20 13:15:00,3066.5617390419616,3067.9422654276027,3066.376341438611,3067.9044043759163,89383
2025-08-20 13:20:00,3067.9044043759163,3068.9872516352966,3067.620897825965,3068.7904684631285,102890
2025-08-20 13:25:00,3068.7904684631285,3070.2987713766884,3068.5591685641575,3070.242175240068,242411
2025-08-20 13:30:00,3070.242175240068,3071.516652492291,3069.954867842877,3071.3541861999106,48978
2025-08-20 13:35:00,3071.3541861999106,3072.8347845231347,3071.1359100305694,3072.5423382905988,60245
2025-08-20 13:40:00,3072.5423382905988,3074.084331428918,3072.5200641686038,3073.9006032408265,66768
2025-08-20 13:45:00,3073.9006032408265,3074.590775124445,3073.664027683448,3074.4960593159312,59184
2025-08-20 13:50:00,3074.4960593159312,3076.1196010425165,3074.406765639641,3076.029558436216,70643
2025-08-20 13:55:00,3076.029558436216,3077.2776539733186,3075.9707222499123,3077.2457982503947,40762
2025-08-20 14:00:00,3077.2457982503947,3078.3697215814877,3077.0350352853648,3078.357076971207,56630
2025-08-20 14:05:00,3078.357076971207,3079.931020489045,3078.3549024752547,3079.7086040664217,35044
2025-08-20 14:10:00,3079.7086040664217,3081.1001292014157,3079.4195993312237,3080.8962589935904,65377
2025-08-20 14:15:00,3080.8962589935904,3081.988184552077,3080.833903629221,3081.7756961529612,71318
2025-08-20 14:20:00,3081.7756961529612,3083.2135795655727,3081.6989924640297,3083.144321148895,80494
2025-08-20 14:25:00,3083.144321148895,3084.0100141368694,3083.1346126143935,3083.7654157326224,37910
2025-08-20 14:30:00,3083.7654157326224,3086.314554113161,3083.5024364887554,3086.1091903831652,80272
2025-08-20 14:35:00,3086.1091903831652,3087.2042900092893,3085.8763654937843,3086.929689255974,66237
2025-08-20 14:40:00,3086.929689255974,3088.223359255491,3086.716221130428,3088.1332836029846,73556
2025-08-20 14:45:00,3088.1332836029846,3089.5848748567987,3087.8754158896268,3089.305090281464,58494
2025-08-20 14:50:00,3089.305090281464,3090.6895999992653,3089.1828436942665,3090.503184414595,27610
2025-08-20 14:55:00,3090.503184414595,3091.689003818392,3090.3863802067267,3091.5508400366466,193063
2025-08-20 15:00:00,3091.5508400366466,3092.8916880913876,3091.263008919541,3092.7047254538543,59232
2025-08-20 15:05:00,3092.7047254538543,3093.8617261888594,3092.550875265533,3093.7433647235457,96386
2025-08-20 15:10:00,3093.7433647235457,3095.0067716877343,3093.699024792598,3094.964301192889,58632
2025-08-20 15:15:00,3094.964301192889,3096.2091117425207,3094.9245497372176,3096.0989370208813,75923
2025-08-20 15:20:00,3096.0989370208813,3097.453774271837,3095.9626337746918,3097.231605639075,47110
2025-08-20 15:25:00,3097.231605639075,3098.9419266439777,3097.1362587570934,3098.784736426474,78296
2025-08-21 09:20:00,3130.0415854117814,3130.1952236686247,3129.5969319113015,3129.7119731509188,46821
2025-08-21 09:25:00,3129.7119731509188,3129.989334791042,3128.9427266792,3129.051111994043,45620
2025-08-21 09:30:00,3129.051111994043,3129.3093470328604,3128.881683641685,3128.9120870102793,28208
2025-08-21 09:35:00,3128.9120870102793,3129.0347719874803,3128.4962579004577,3128.764595831077,59975
2025-08-21 09:40:00,3128.764595831077,3128.9217153886243,3128.20202903335,3128.4106210786686,64761
2025-08-21 09:45:00,3128.4106210786686,3128.4264447917462,3128.0649432895207,3128.1785309937327,31747
2025-08-21 09:50:00,3128.1785309937327,3128.2800119323424,3127.5884747110526,3127.7378574750437,49574
2025-08-21 09:55:00,3127.7378574750437,3127.753165652966,3127.087071968542,3127.189058389884,58415
2025-08-21 10:00:00,3127.189058389884,3127.2967397319762,3126.6752938431714,3126.958410497359,42099
2025-08-21 10:05:00,3126.958410497359,3127.1761745566205,3126.44270871489,3126.4976085050266,43543
2025-08-21 10:10:00,3126.4976085050266,3126.6064881323655,3126.167807359219,3126.238374061622,11340
2025-08-21 10:15:00,3126.238374061622,3126.378622668211,3125.741248537656,3125.840641514307,52805
2025-08-21 10:20:00,3125.840641514307,3125.888571510399,3125.094643667335,3125.3369662612504,40518
2025-08-21 10:25:00,3125.3369662612504,3125.3512506769443,3124.645425843336,3124.6480766650375,20383
2025-08-21 10:30:00,3124.6480766650375,3124.7964452021006,3124.3156292642243,3124.4441552939074,45682
2025-08-21 10:35:00,3124.4441552939074,3124.720109209853,3124.038995711027,3124.1522954572497,31211
2025-08-21 10:40:00,3124.1522954572497,3124.248496232384,3123.980754359188,3124.061797420444,43506
2025-08-21 10:45:00,3124.061797420444,3124.085581334777,3123.4238037823116,3123.447021854415,49156
2025-08-21 10:50:00,3123.447021854415,3123.672322383367,3122.96790353657,3123.115332146276,32074
2025-08-21 10:55:00,3123.115332146276,3123.2010914544076,3122.3389320387655,3122.3512489903273,42945
2025-08-21 11:00:00,3122.3512489903273,3122.6133160941563,3121.8978615986066,3122.149120659841,45875
2025-08-21 11:05:00,3122.149120659841,3122.1558854802365,3121.999467942576,3122.098213126276,51044
2025-08-21 11:10:00,3122.098213126276,3122.1432166196782,3121.5945430747493,3121.799651418959,63502
2025-08-21 11:15:00,3121.799651418959,3121.8422666980255,3120.937399395905,3121.2361853939074,54356
2025-08-21 11:20:00,3121.2361853939074,3121.3319665712643,3120.7427426491818,3120.7716532010695,51382
2025-08-21 11:25:00,3120.7716532010695,3120.8620508726463,3120.3491792131276,3120.546402912318,53421
2025-08-21 11:30:00,3120.546402912318,3120.765782185522,3119.9306852272503,3120.191708450291,45022
2025-08-21 11:35:00,3120.191708450291,3120.289587027664,3119.5083538857334,3119.667022269063,35459
2025-08-21 11:40:00,3119.667022269063,3119.9420395257353,3118.8263584034216,3119.0513573358003,48477
2025-08-21 11:45:00,3119.0513573358003,3119.1669638190697,3118.7470982603236,3118.88565417945,212174
2025-08-21 11:50:00,3118.88565417945,3119.0340097582457,3118.834446835367,3118.8903907676763,14847
2025-08-21 11:55:00,3118.8903907676763,3119.1401738104587,3118.1671419093545,3118.25462167058,29842
2025-08-21 12:00:00,3118.25462167058,3118.3559551995454,3117.2221168063024,3117.493219889334,40765
2025-08-21 12:05:00,3117.493219889334,3117.6765884392644,3117.2569269084456,3117.518761016458,50751
2025-08-21 12:10:00,3117.518761016458,3117.6579155284494,3116.824123823216,3116.863536136171,59496
2025-08-21 12:15:00,3116.863536136171,3116.8855350969898,3116.5658390060335,3116.8355845031047,249225
2025-08-21 12:20:00,3116.8355845031047,3116.8445160350752,3115.8659289379743,3116.071727765683,44239
2025-08-21 12:25:00,3116.071727765683,3116.2447050544965,3115.7422417592384,3116.0385772098352,50541
2025-08-21 12:30:00,3116.0385772098352,3116.07423360974,3115.019766942146,3115.155466202465,42810
2025-08-21 12:35:00,3115.155466202465,3115.1618226535406,3114.877150848144,3115.1331842071336,55815
2025-08-21 12:40:00,3115.1331842071336,3115.4184756366126,3114.406496166144,3114.5318991040945,57378
2025-08-21 12:45:00,3114.5318991040945,3114.752802072181,3114.214582594988,3114.447938878579,57477
2025-08-21 12:50:00,3114.447938878579,3114.6927676238834,3113.772732834121,3114.029957286986,45104
2025-08-21 12:55:00,3114.029957286986,3114.157484016595,3113.3360282306253,3113.62742431415,54072
2025-08-21 13:00:00,3113.62742431415,3113.726483433249,3113.1101347134977,3113.2972119056085,53648
2025-08-21 13:05:00,3113.2972119056085,3113.336918165763,3112.985487781063,3113.085397493069,40019
2025-08-21 13:10:00,3113.085397493069,3113.229603719047,3112.2478994856015,3112.432414778983,46347
2025-08-21 13:15:00,3112.432414778983,3112.6423898685207,3111.649353189382,3111.9225753969286,40343
2025-08-21 13:20:00,3111.9225753969286,3112.036052791747,3111.8974890613244,3111.9518096115607,53168
2025-08-21 13:25:00,3111.9518096115607,3111.9983901120568,3111.7504888536546,3111.7547147480827,34278
2025-08-21 13:30:00,3111.7547147480827,3111.8924049407265,3110.6941221122324,3110.961162802539,40496
2025-08-21 13:35:00,3110.961162802539,3110.9714383265587,3110.4076991254874,3110.580507235057,48174
2025-08-21 13:40:00,3110.580507235057,3110.6966514159776,3110.1775249097295,3110.2450470127474,56259
2025-08-21 13:45:00,3110.2450470127474,3110.528573625508,3109.6418975872575,3109.8871356229183,41393
2025-08-21 13:50:00,3109.8871356229183,3110.153672601847,3109.2113511411985,3109.36727868093,60256
2025-08-21 13:55:00,3109.36727868093,3109.525908008796,3109.269464816899,3109.379560826357,63390
